dbtools.py[LINE:35]# ERROR    [2018-10-01 16:26:47,262]  DB creation error: (<class 'psycopg2.ProgrammingError'>, ProgrammingError('database "garage" already exists\n',))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:12:00,231]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ..., kmage, price) VALUES (\'BMW\', \'3 серия\', \'2018\', \'\', \'26200...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:14:24,042]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:14:24,048]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ..., kmage, price) VALUES (\'BMW\', \'1 серия\', \'2018\', \'\', \'16300...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:15:34,111]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:15:34,117]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ..., kmage, price) VALUES (\'BMW\', \'1 серия\', \'2018\', \'\', \'16300...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:15:34,120]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:15:34,120]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:16:32,310]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:16:32,316]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ... year, kmage, price) VALUES (\'BMW\', \'X5\', \'2018\', \'\', \'49700...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:19:06,142]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:19:06,148]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ... year, kmage, price) VALUES (\'BMW\', \'X5\', \'2018\', \'\', \'49700...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:19:47,023]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:19:47,023]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:20:14,752]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:20:14,752]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:20:14,754]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:20:14,754]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:20:14,755]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:20:14,755]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:23:04,727]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:23:04,736]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ..., kmage, price) VALUES (\'BMW\', \'3 серия\', \'2018\', \'\', \'20900...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:24:28,318]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:24:28,324]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ..., kmage, price) VALUES (\'BMW\', \'3 серия\', \'2018\', \'\', \'20900...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:25:37,369]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:25:37,375]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ..., kmage, price) VALUES (\'BMW\', \'3 серия\', \'2018\', \'\', \'26200...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:25:55,290]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:25:55,290]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:25:55,407]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:25:55,407]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:25:55,408]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:25:55,408]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:25:55,410]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:25:55,410]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:25:55,994]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:25:56,001]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ...r, kmage, price) VALUES (\'Zotye\', \'T600\', \'2017\', \'\', \'12290...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:25:56,138]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:25:56,139]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:26:43,641]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:26:43,648]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ..., kmage, price) VALUES (\'BMW\', \'3 серия\', \'2018\', \'\', \'20900...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:28:40,954]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:28:40,955]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:31:18,205]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:31:18,212]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ..., kmage, price) VALUES (\'BMW\', \'3 серия\', \'2018\', \'\', \'26200...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:36:33,911]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:36:33,917]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ... year, kmage, price) VALUES (\'BMW\', \'X5\', \'2018\', \'\', \'43500...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:40:12,426]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:40:12,426]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:40:12,455]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:40:12,455]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:44:16,228]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:44:16,229]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:44:16,232]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:44:16,233]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:46:16,150]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:46:16,150]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:46:38,333]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:46:38,333]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:47:02,388]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:47:02,389]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:47:55,397]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:47:55,398]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:48:55,886]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:48:55,886]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:48:55,888]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:48:55,889]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:50:11,642]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:50:11,642]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:50:11,645]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:50:11,645]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:50:11,647]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:50:11,648]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:50:12,098]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:50:12,098]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:52:37,347]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:52:37,348]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:53:41,580]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:53:41,580]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:53:41,583]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:53:41,584]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:53:41,587]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:53:41,588]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:53:41,591]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:53:41,591]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-02 02:54:32,037]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-02 02:54:32,043]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ...kmage, price) VALUES (\'Toyota\', \'Sienna\', \'2018\', \'\', \'58361...\n                                                             ^\n',))
